#Location	Name	Adress	Phone	Website	 Linkanchor	 Picture	Shortdescription
Europe/UK/London	Funtime	London	07860 475379	http://www.funtimeswingers.com	funtimeswingers.com	club_banners\banner_1180.gif	House Parties and Events
Europe/UK/London	Greedy girls	Medway		http://www.greedygirlgroupparties.com	Greedy girls	club_banners\banner_978.jpg	Adult group parties for guys,couples
Europe/UK/London	Hedonism UK	London & Nationwide	020 8575 2052	http://www.hedonism.org.uk	Hedonism UK	club_banners\banner_975.gif	UK's No 1 Swingers Club
Europe/UK/London	Limelight Club	London	07090201021	http://www.adultpartieslondon.com	Click here		Regular Day Eve Swingers Parties
Europe/UK/London	Lounge Parties	London	07834708456	http://www.loungeparties.com/?refid=219	loungeparties	club_banners\banner_1122.jpg	Community based socials, parties & swinger outings
Europe/UK/London	Our Place 4 Fun	London	44 (0) 7906903262	http://www.OurPlace4Fun.com	Our Place 4 Fun - London's newest Swingers Club		New Intimate London Swingers Club-Our Place 4 Fun
Europe/UK/London	Suck it and see	london	07966 177 174	http://www.clublick.co.uk	club lick		londons premier "house music" swinging night
Europe/UK/London	The Couples Club	London, East</td> </tr> <tr> <td class="text_Desc2">Phone:<span class="text_sm2">&nbsp;on application </span></td> </tr> <tr> <td class="text_Desc2">Rating: </td> </tr> <tr> <td class="text_Desc2">Website:</td> </tr> <tr> <td class="text_Desc"> <a href="http://www.thecouplesclub.co.uk/" target="_blank" class="yellow_back_sm">The Couples Club</a> </td> </tr> <tr> <td class="text_Desc2"><a href="http://www.swingersclublist.com/clubs/login.aspx">edit</a></td> </tr> </table></td> <td width="15">&nbsp;</td> <td width="474" valign="top"><table width="468" border="0" align="center" cellpadding="2" cellspacing="0"> <tr> <td width="468" colspan="2"> <a href="http://www.thecouplesclub.co.uk/" target="_blank"><br><img border='0' src='club_banners\banner_1003.gif' height='60' alt='Swingers Club'></a> </td> </tr> <tr> <td colspan="2" valign="top"> <span class="text_standard_black"> The Couples Club </span> </td> </tr> </table></td> <td width="26">&nbsp;</td> </tr> </table></td> </tr> <tr> <td height="28" background="images/SC_List_bot.jpg">&nbsp;</td> </tr> </table> <!----------- *************************************************************** --> <table width="750" border="0" cellspacing="0" cellpadding="0"> <tr> <td height="52" background="images/SC_List_top.jpg"><table width="750" border="0" cellspacing="0" cellpadding="0"> <tr> <td width="26" rowspan="2">&nbsp;</td> <td width="346" rowspan="2"><span class="text_ClubName">The Hellfire Club</span></td> <td width="335"></td> <td width="23" nowrap="nowrap" rowspan="2">&nbsp;</td> <td width="20" rowspan="2">&nbsp;</td> </tr> <tr> <td width="335"> <table cellpadding="0" cellspacing="0" border="0"> <tr> <td> <table cellspacing='0' cellpadding='0'><tr><td width='100' nowrap='nowrap' align='right'></td><td nowrap='nowrap'><a href='http://www.sdc.com/ClubListAdd_Review2.aspx?clubID=2668' class='yellow_back_sm'>Post a new review</a>&nbsp;&nbsp;</td></tr></table> </td> <td nowrap="nowrap"> &nbsp;|&nbsp;<a href='The_Hellfire_Club_swingers_club_description.html' class='yellow_back_sm'>Detailed Description</a> </td> </tr> </table> </td> </tr> </table></td> </tr> <tr> <td height="100%" valign="top" background="images/SC_List_mid.jpg"><table width="750" border="0" cellspacing="0" cellpadding="0"> <tr> <td width="29" >&nbsp;</td> <td width="206" valign="top"><table width="205" border="0" cellspacing="0" cellpadding="2"> <tr> <td class="text_sm2">London	07971791965	http://www.theold-hellfireclub.co.uk	The Hellfire Club		Hosting adult parties for discerning swingers
Europe/UK/London	The Paradise Spa	Dagenham	020 8598 8575	http://www.theparadisespa.co.uk	The Paradise Spa		Adult Spa with wet and dry play areas.
Europe/UK/London	TJ's Party	London	07768775624	http://www.londonswingerparty.com	Click here	club_banners\banner_1956.jpg	LONDON'S ALL-INCLUSIVE SWINGER EVENTS
Europe/UK/London	Up for it Parties	PENGE NR CROYDON	079568 56338	http://www.upforitparties69.co.uk	UPFORITPARTIES69		PARTIES HELD MONTHLY. COUPLES ONLY/SINGLE GIRLS
North America/USA/Louisiana	Club Nympho's of La	Baton Rouge		http://www.clubnymphos.net	Club Nymphos	club_banners\banner_2023.gif	Nympho's (The Only On-Premise Club in Baton Rouge)
North America/USA/Louisiana	Colette	New Orleans	504.588.1517	http://www.coletteneworleans.com	Club Venus		On Premise, Open Weekly, Overnight B&B
North America/USA/Louisiana	DIVE Inn	New Orleans	1-888-788-DIVE (3483	http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_1778.gif	Clothing Optional Guesthouse
North America/USA/Louisiana	N'Awlins in November	New Orleans	800-304-4493	http://www.neworleansinnovember.com/	www.neworleansinnovember.com		Fun and Erotic Annual Event
North America/USA/Louisiana	New Orleans Social	New Orleans	504-722-8028	http://www.NewOrleansSocial.com	New Orleans Social		Couples Swingers Social Club
North America/USA/Louisiana	Stiletto	Lafayette	337 234-9797	http://groups.yahoo.com/group/LMGS/?yguid=215678063	LMGS	club_banners\banner_1696.jpg	A Very Private Club
North America/USA/Louisiana	The French Connection	Covington	(800) 304-4493	http://www.frenchconx.com	www.frenchconx.com		Off Premise, Fri & Sat, Couples Only Sat, Upscale Locale
North America/USA/Louisiana	The Lagniappe Chateau	Shreveport	(318) 208-2284	http://www.thelagniappechateau.com	www..thelagniappechateau.com		On Premise, Dance Floor, Theme Rooms, Jacuzzi Area, Private Rooms
Europe/Luxembourg	La Vie en Rose	Kayl	+352560966			club_banners\banner_1846.gif	The Luxembourg club for sexual freedom
Europe/Spain/Madrid	100 Momentos	Madrid	620584735			club_banners\banner_1650.gif	Local swinger para parejas liberales, de madrid
Europe/Spain/Madrid	CUPIDO	Madrid	91-5002461				Un local de ambiente liberal único en Madrid
Europe/Spain/Madrid	ENCUENTROS	Madrid	91-504 35 21				Un local de ambiente liberal único en Madrid.
Europe/Spain/Madrid	ST TRIVIAL	Madrid	91-366-9614				Un lugar donde reunirse con otras parejas liberale
Europe/Spain/Madrid	TALISMAN CIRCULO PRIVADO	MADRID	( 34 ) 913557400			club_banners\banner_1313.jpg	CLUB DE AMBIENTE LIBERAL EXCLUSIVO PAREJAS SWINGER
North America/USA/Maryland	Chesapeake Ba Swinging Boaters	Baltimore		http://www.swingingboaters.com	CHESAPEAKE BAY SWINGING BOATERS	club_banners\banner_1965.jpg	Chesapeake Bay Swinging Boaters Boat Club
North America/USA/Maryland	Sweet Extassy Couples Society	Prince George's County	(301) 316-SECS	http://www.secsunlimited.com	Sweet Extassy Couples Society Unlimited	club_banners\banner_1357.jpg	Exclusive Members Only Lifestyle Organization
North America/USA/Maryland	Tabu Social Club	Baltimore	4108690001	http://www.tabulife.com	Tabu Social Club	club_banners\banner_1957.jpg	Hottest club in the DC/MD/PA/VA/Del area
North America/USA/Maryland	The Comfort Zone	Hyattsville	202-257-8938	http://www.houseofcomfort.net	The Comfort Zone	club_banners\banner_2068.jpg	Explore swing fantasies at the House of Comfort
North America/USA/Maryland	THE PRIVATE AFFAIR	Port Deposit	410-378-8948	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Members only alternative Lifestyle club
North America/USA/Massachusetts	Fit Boston Swingers	Boston		http://groups.yahoo.com/group/fitbostonswingers/	FIT BOSTON SWINGERS		Greater Boston Fit and Trim Swingers Group
North America/USA/Massachusetts	Girls Night Out Clubwear	Fiskdale	508-207-0070	http://www.girlsnightoutclubwear.com	Girls Night Out Clubwear	club_banners\banner_2261.gif	Online Specialty Boutique
North America/USA/Massachusetts	Kaloopers	Worcester	877-372-2878	http://www.Kaloopers.org	Worcester's Hottest Adult night Club		Worcester's Hottest Off Site Soft Swing Club
North America/USA/Massachusetts	Simple Pleasures	Shelburne Falls	413-625-9268	http://www.the-simple-pleasures.com	www.the-simple-pleasures.com	club_banners\banner_1623.jpg	A comfortable private setting for swingers
North America/USA/Massachusetts	SINZ @ Wicked	North Shore		http://www.clubsinz.com	SINZ @ Wicked		SINZ @ Wicked
North America/USA/Massachusetts	Sterling	Needham Heights	781-843-5112	http://www.newenglandcouples.com	www.newenglandcouples.com		On Premise, No Single Males, Parties Held 4 Sats' Month, Special Events Fri & Sun
North America/USA/Massachusetts	Velvet	Worcester County		http://groups.yahoo.com/group/NewVelvet/	New Velvet	club_banners\banner_2306.jpg	Safe, clean private home lifestyle parties
Europe/Germany/Mecklenburg-Vorpommern	CANDY	Ruesselsheim	06142/152280	http://www.club-candy.de	Candy	club_banners\banner_983.gif	Das CANDY ist ein Club fuer Paerchen u Singels
Europe/Germany/Mecklenburg-Vorpommern	Haus No 6	Muennerstadt	09733 - 782 99 11	http://www.private-parties.de/	www.private-parties.de/		Offiziell genehmigter Swingerclub in Bayern
Europe/Germany/Mecklenburg-Vorpommern	Paradise-Club-Reisen	Eschau-Hobbach	093749799930	http://www.paradise-club-reisen.com	www.paradise-club-reisen.com	club_banners\banner_2341.jpg	Swinger Reisen nur für Paare und einzelne Damen
Europe/Germany/Mecklenburg-Vorpommern	Swingerclub CANDY	Rüsselsheim	06142/152280	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Swingerclub für Paare, Damen und einzelne Herren
Europe/Germany/Mecklenburg-Vorpommern	Swingerclub Dessous	Schlangen / OWL	0175 / 4706826	http://www.swingerclub-dessous.de	www.swingerclub-dessous.de	club_banners\banner_356.gif	'My home is our castle'
Europe/Germany/Mecklenburg-Vorpommern	VIP-Swingerclub Nettetal	Nettetal	02157-12 64 08	http://www.vip-swingerclub.de	www.vip-swingerclub.de	club_banners\banner_355.gif	VIP-Swingerclub Nettetal
North America/Mexico	Desire Resort and Spa	Cancun	1 - 800 - 574 - 4265	http://www.desireresortsandspa.com/	www.desireresortsandspa.com	club_banners\banner_1124.jpg	Make your desire come true, the swingers resort
North America/Mexico	El Real	Puebla	011 52 222 393 2065	http://mx.geocities.com/gaulphe/	El Real SW Club	club_banners\banner_2062.gif	SW Club in Cholula
North America/Mexico	gClub	Guadalajara, Jalisco	+523311374845	http://www.gclub.com.mx	gClub Guadalajara		El placer de compartir y disfrutar con clase
North America/Mexico	gParty	Diversas	+5233 11374845	http://www.gparty.com.mx	gParty	club_banners\banner_2151.gif	Un tema, un pretexto para la diversion
North America/Mexico	HIDDEN BEACH RESORT	Cancun		http://www.travelsdc.com/HiddenBeach/HiddenBeach.aspx	www.hidden-beach.com	club_banners\banner_1682.jpg	Hidden Beach Resort Au Naturel Club
North America/Mexico	Moon Flower Resort and Spa	Muna	011-52-997-971-0632	http://www.moonflowerresort.com	Moon Flower Resort & Spa	club_banners\banner_1602.jpg	Mexicos Newest Club & Resort
North America/Mexico	Puerto Penasco Social Club	Rocky Point	602.486.7488	http://www.sdc.com/sitemap/swingersclubinformation.htm	Rocky Point social club & Shuttle	club_banners\banner_1962.jpg	Rocky Point Party Shuttle & Social Club
North America/USA/Michigan	Bi Wives Club	Houghton Lake	517-579-7102	http://www.biwivesclub.com	Bi-Wives Club		Off premise swinger parties/dances.
North America/USA/Michigan	Cherry Lane Nudist Park	North Adams	517-287-4760	http://www.cherrylaneresort.com/	www.cherrylaneresort.com/		Clothing Optional Campground,
North America/USA/Michigan	Club 616	Grand Rapids		http://swingerzone.com/616/	http://swingerzone.com/616/		Off premise Social Dance, held at a local 200 room hotel. Buffet, DJ
North America/USA/Michigan	Club Fre	Detroit	313-369-9469	http://www.ClubFre.com	Club Fre		Freedom, Fantasy, & Fun in Detroit, MI
North America/USA/Michigan	Club Smooches	dimondale	5174498957	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Awsome playful off premise social dance
North America/USA/Michigan	Lakeshore Social Club	Muskegon	231-730-2258	http://www.geocities.com/lakeshore_social_club/LSC	Lakeshore Social Club		Off-Premises social dance for couples and bi females
North America/USA/Michigan	MetroClub	Detroit	3135270614	http://wWW.METROCLUB.COM	METROCLUB		ANYTHING THAT CAN BE IMAGINED ..............
North America/USA/Michigan	Michigan Couples Club	Flint	810-736-8336	http://home.comcast.net/~michigancouplesclub	Michigan Couples Club Home		Mid Michigan's newest lifestyle party.
North America/USA/Michigan	MotorCity Socials	Detroit Area	313-882-5194	http://www.motorcitysocials.com	MotorCity Socials		Off Premise w/ an on-premise attitude
North America/USA/Michigan	Rumors	Mt. Clemens and Pontiac	877-493-6880	http://www.rumors-party.com	Rumors Parties	club_banners\banner_1838.gif	A unique blend of Nightclub meets Lifestyle social
North America/USA/Michigan	Score Couples West	Romulus	586 864 7333	http://www.ScoreCouples.com	ScoreCouples.com		Lifestyle Dance held at a hotel
North America/USA/Michigan	Sierra Social Club	East Lansing	(810) 220-9872	http://www.sscofmichigan.com/	http://www.sscofmichigan.com/		Off Premise, Dance Parties & Social, Couples Only
North America/USA/Michigan	The Cosmopolitan Club	Roseville	586-292-5154	http://www.sdc.com	www.thecosmo-mich.net		Where The Sexy People Come to Party!
Europe/UK/Midlands	.Club-Xtasia	Midlands	07850 236053	http://www.club-xtasia.co.uk	www.club-xtasia.co.uk	club_banners\banner_402.jpg	Official SDC.com Party Club in Birmingham
Europe/UK/Midlands	A1caravanswingers	Peterborough	01733770132	http://www.a1caravanswingers.co.uk	A1 caravan swingers	club_banners\banner_2475.jpg	caravan swingers club
Europe/UK/Midlands	Belle Baise	Nottingham	0775 711 9396	http://www.sdc.com/sitemap/swingersclubinformation.htm	Click here		A very lush private adults swingers club.
Europe/UK/Midlands	FreeFallers Adult Parties	Nottingham - Nationwide		http://www.FreeFallers.co.uk	FreeFallers.co.uk		Adult sex parties for young attractive swingers.
Europe/UK/Midlands	Fusion	Bedfordshire		http://fusionparties.co.uk	Fusion Parties		Exclusive parties for young attractive swingers
Europe/UK/Midlands	Liberation	Lutterworth	01455 552237	http://www.liberation.uk.com	Liberation - The Playground for Liberated Adults		The whole venue is tasteful and oozes class
Europe/UK/Midlands	Pendulum - Caravan Swingers	Gloucester		http://www.caravanswingers.co.uk	Pendulum - Caravan & Camping Swingers Club		Caravan and Camping Swingers Club
Europe/UK/Midlands	Private Club	Birmingham	441213283284	http://www.theprivateclub.com/home.html	www.theprivateclub.com	club_banners\banner_2331.jpg	Top Swingers Club based in Aston, Birmingham.
North America/USA/Minnesota	Club H	Minneapolis	612-566-1212	http://www.sdc.com	www.tfexp.com/clubh/index.htm		Off Premise, Social Club, Private Parties, Various Locations
North America/USA/Minnesota	Club Hedonism Minnesota	Minneapolis	763-566-1212	http://www.ClubHMN.com	Club Hedonism Minnesota	club_banners\banner_2104.jpg	A social club for couples and ladies only
North America/USA/Minnesota	Real Campers	Minneapolis	7635661212	http://www.realcampers.com	Real Campers		Real Campers Two Creeks Campground
North America/USA/Minnesota	SwingerSet	Duluth	218-349-3660	http://www.swingerset.com	SwingerSet		The hottest club in Northern Minnesota
North America/USA/Minnesota	SwingStock	Minneapolis	(612)566-1212	http://www.swingstock.com/	www.swingstock.com		As seen on PlayBoy TV
North America/USA/Mississippi	ACE	Bay Saint Louis	228-467-3452	http://www.lifestyle-limo.com/swingers.html	Click here	club_banners\banner_1776.jpg	LIFESTYLE LIMOUSINE'S
North America/USA/Mississippi	Close Encounters	Gulfport		http://www.close-encounters-club.com	www.close-encounters-club.com		Off Premise, Couples & Select Singles, Intimate & Private Nightclub
North America/USA/Missouri	242	Springfield	417-230-5282	http://groups.yahoo.com/group/242owners/	242		On-premises Couples Only Private Club
North America/USA/Missouri	4-SPC	Fayetteville		http://www.geocities.com/menthumper/4-SPC.html	Click here	club_banners\banner_191.jpg	Couples Only, Monthly Off-Premise Social Club
North America/USA/Missouri	Club SinSations	Kansas City	816-786-7136	http://www.groups.yahoo.com/group/ClubSinSations/	Club SinSations		Club SinSations
North America/USA/Missouri	CSR	St Charles	(636) 940-0057	http://www.csr-stlouis.com	www.csr-stlouis.com		Off Premise, Hotel Party, Dinner, Dance, Social, Monthly, Couples Only
North America/USA/Missouri	Dreams and Desires	blue springs	816 248 1311	http://groups.yahoo.com/group/dreamsanddesires/	Dreams and Desires		On prmise lifestyle club
North America/USA/Missouri	ECLYPSE GENTLEMENS CLUB	SUNRISE BEACH	573-647-1903	http://groups.yahoo.com/group/ECLYPSE_LOVER/	eclypse gentlemens club	club_banners\banner_2222.jpg	FULL SERVICE JUICE BAR/ LIFESTYLE LOUNGE/ HOT TUB
North America/USA/Missouri	ESC - Eldon Social Club	near lake of the ozarks		http://www.groups.yahoo.com/group/eldon-sc	ESC		couples only, off premise private hall
North America/USA/Missouri	More Than Friends	springflield	417-328 8738	http://www.mtfmo.com	MTF		More Than Friends (MTF) and attentive Lovers
North America/USA/Missouri	Springfield Social Club	Springfield		http://www.hometown.aol.com/sscsnews/index.html	Click here		Off Premise, Couples Only, Social Dance, Hotel
North America/USA/Missouri	Xtra Sinsual Couples	Kansas City	816 668 5245	http://www.hometown.aol.com/xtrasinsualcpls/myhomepage/profile.html	Click here		Off Premise, Couples Only, Finger Food, Social Dance Club
North America/USA/Montana	Billings Social Club	Billings	307-899-0166	http://groups.yahoo.com/group/billingssocialclub	Billings Social Club		A fun club designed to help people meet others.
Europe/Spain/Murcia	Ninette	Murcia	968 87 07 02.				Club privado para Matrimonios- y Parejas
North America/USA/Nebraska	Byte from the Apple	Omaha	Unlisted				Couples Only - Off Premise Swingers Club
North America/USA/Nebraska	Downtown O	Omaha					Off Premise, Dance Club, Sponsored singles
Europe/Netherlands	.Little Sins	Maastricht		http://www.littlesins.com	Littlesins.com	club_banners\banner_2215.jpg	''Exclusive, Mysterious, Exciting...!''
Europe/Netherlands	Amouret'te	Maarseveen		http://www.butterflyworld.nl	ButterflyWorld	club_banners\banner_2171.gif	upperclass parties at sophisticated locations
Europe/Netherlands	Close2heaven	Amstelveen	+31652697732	http://www.close2heaven.nl	Close2heaven		Close2heaven, good looking people
Europe/Netherlands	Club Organza	Breukelen	0346252511	http://www.cluborganza.nl	cluborganza		Erotische disco voor moderne mensen
Europe/Netherlands	Club Paradise	Amsterdam		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Amsterdam Swingers Club
Europe/Netherlands	dutch-hotlips.com	Groningen	0031597647015	http://www.dutch-hotlips.com	http://www.dutch-hotlips.com	club_banners\banner_1971.jpg	Dutch swinger website with lots of free pics
Europe/Netherlands	Exceptionnel	Kerkrade	+31-(0)6-42621086	http://www.Xceptionnel.eu	Exceptionnel		Erotic Dance & Lounge - Party Organisation
Europe/Netherlands	Fantasy Beach	Rotterdam	31 10-4651097	http://www.fantasybeach.nl	Fantasybeach		A swingersclub with a tropical atmosphere!
Europe/Netherlands	Fata-morgana	Muiden	31 6 50495244	http://www.fata-morgana.nl	Fata-Morgana swingers club	club_banners\banner_604.gif	Club Fata-Morgana is the erotic oasis Holland
Europe/Netherlands	Four Fun and Fantasy	Ammerzoden	0735994884	http://www.fourfun.nl	fourfun.nl		ParenClub/Erotisch Café
Europe/Netherlands	Fun4two	Moordrecht	31 182 378724	http://www.fun4two.nl	Fun4two	club_banners\banner_596.jpg	The most famous swingers club in the world
Europe/Netherlands	Inn4Love	Wagenborgen (Groningen)	+31 (0)596 -53 36 00	http://www.inn4love.nl/banners.html	Parenclub Inn4Love	club_banners\banner_1979.gif	Erotisch uitgaan voor paren op niveau!
Europe/Netherlands	Kasteel Waterloo	Roermond		http://www.kasteelwaterloo.nl	www.kasteelwaterloo.nl	club_banners\banner_379.gif	Swingers Castle Club
Europe/Netherlands	Kinky Dreams	Westzaan	06-44962811	http://www.kinkydreams.nl	Kinky Dreams		Kinky Dreams Ïn control of your Kinky Dream
Europe/Netherlands	Lady Butterfly	Kropswolde Groningen	0031598-327355	http://www.ladybutterfly.nl	www.ladybutterfly.nl	club_banners\banner_1862.jpg	You are welcom in our Playgarden!
Europe/Netherlands	Le Cour swingersclub	Oisterwijk	0031(0)135234697	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Swingersclub for active Couples
Europe/Netherlands	Monique Erotic Party	Wieringerwerf		http://www.countryclub.nl	www.countryclub.nl		Discovery Party
Europe/Netherlands	Parenclub CUPIDO	Sittard	0031-46-45 838 01	http://www.innjoy.nl	Parenclub Innjoy		Gezelligste parenclub van zuid-nederland
Europe/Netherlands	Parenclub Landgoed De Zaar	Venlo		http://www.de.zaar.nl	www.de.zaar.nl		Parenclub Landgoed "De Zaar"
Europe/Netherlands	Parenclub Mystique	Rucphen	0165 343280	http://www.parenclub-mystique.nl	www.parenclub-mystique.nl	club_banners\banner_382.gif	Mystique is the place for swingers to be seen
Europe/Netherlands	Party-Farm	Linne near Roermond	0031-615504670	http://www.party-farm.nl	Party-Farm		Luxurious swinging, erotic dance party !
Europe/Netherlands	Pleasure2gether.nl	Sittard	0031 46 4517250	http://www.pleasure2gether.nl	Pleasure 2 Gether Swingerclub	club_banners\banner_1911.jpg	Pärchen SwingerClub
Europe/Netherlands	Royal Club Le Baron	Groningen		http://www.le-baron.nl	www.le-baron.nl		Swinger Club
Europe/Netherlands	ruilneukers.nl	drachten		http://www.ruilneukers.nl	ruilneukers.nl	club_banners\banner_1991.gif	Dutch swinger Swingers voor Swingers door Swingers
Europe/Netherlands	Sauna Club Swingers	Herkenbosch	06-21293868	http://www.saunaclubswingers.nl	www.saunaclubswingers.nl		Onze club is gevestigd in een sauna complex in mid
Europe/Netherlands	Sexparty4lovers.nl	Den Haag	(31)(0)611433918	http://www.sexparty4lovers.nl/sexparty4lovers	sexparty4lovers		Super sexparties at our appartment in the Haque
Europe/Netherlands	Showboat Swingerclub	Zaandijk		http://www.sdc.com/sitemap/swingersclubinformation.htm	Swingers Club Information	club_banners\banner_383.gif	Erotic Fantasy Boat
Europe/Netherlands	Sinatra Bar	Maren-Kessel (N.B.)	+31412479449	http://www.sinatrabar.nl	The Sinatra Bar	club_banners\banner_964.gif	Feel the Sinatra Bar Vibe!!!
Europe/Netherlands	Swingersclub Temptation	Beek en Donk	+31(0)492-464293	http://www.swingersclub-temptation.nl	Swingersclub Temptation		Nieuwste erotische uitgaansgelegenheid
Europe/Netherlands	Villa Liberta	Susteren	046 - 4494346	http://www.villa-liberta.com	Villa Liberta, have fun and enjoy the good live.		Swingersclub voor paren en alleenstaande
North America/USA/Nevada	Couples Oasis Society	Las Vegas	702 617 8033	http://www.couplesoasis.com	www.couplesoasis.com		Couples Only Parties
North America/USA/Nevada	Dilligas Saloon	Reno	775-322-8481	http://www.dilligassaloon.com	www.dilligassaloon.com		Dilligas is an on premise club
North America/USA/Nevada	Fantasy Social Club	Las Vegas	(702) 893-3977	http://www.fantasysocialclub.com	www.fantasysocialclub.com		On Premise, Couples & Singles, Group Room, Theme Rooms, Private Rooms, Limo Service
North America/USA/Nevada	Glitter Nights	Las Vegas	702.987.1311	http://www.glitternightslv.com	Glitter Nights - Las Vegas	club_banners\banner_2272.jpg	Glitter Nights - Las Vegas’ Hottest Swing Venue
North America/USA/Nevada	Green Door Las Vegas	Las Vegas	1-800-718-3794	http://www.greendoorlasvegas.com	greendoorlasvegas.com	club_banners\banner_202.gif	Winner of Best of Las Vegas 2006
North America/USA/Nevada	LOVE - Lites Of Vegas Estate	Las Vegas	702-807-1899	http://www.LOVE-Vegas.com	LOVE - Lites Of Vegas Estate	club_banners\banner_2193.jpg	LOVE is Las Vegas' premier Lifestyle Club
North America/USA/Nevada	New Swinger Saturdays	Henderson		http://www.newswingerlifestyle.com	Perfect Harmony		Class for "new to the lifestyle" couples
North America/USA/Nevada	Rendezvous Las Vegas	Las Vegas	(702) 732-2587	http://www.rendezvous-lasvegas.com	Rendezvous Las Vegas Swing Club open 7 nights weekly		On Premises swinger's club for couples & singles
North America/USA/Nevada	Sea Mountain Ranch	Las Vegas	877-928-2827	http://www.nudespa.com/	www.nudespa.com	club_banners\banner_1775.jpg	Luxurious Romantic Bed and Breakfast Estate
North America/USA/Nevada	Silver State Swingers	Carson City		http://www.SilverStateSwingers.com	Silver_State_Swingers		Invite only house party
North America/USA/Nevada	Sinful Xpressions	Las Vegas		http://www.sinfulxpressions.com/	sinfulxpressions.com	club_banners\banner_2330.jpg	What happens in Vegas stays in Vegas
North America/USA/Nevada	The Red Rooster	Las Vegas		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Swing Party for Singles & Couples
North America/USA/Nevada	Whispers Party	Las Vegas	(702) 595-6517	http://www.whispersparty.com	www.whispersparty.com	club_banners\banner_1176.gif	The Best Party You have ever been to...
North America/USA/New Hampshire	Club SINZ	Portsmouth	555-1212	http://www.clubsinz.com	http://www.clubsinz.com		Lifestyle Meet & Greet Dance Party
North America/USA/New Hampshire	Club SINZ	Seacoast Area		http://www.clubsinz.com	Club Sinz		The Original SINZ Location
North America/USA/New Hampshire	SCFWB	Sullivan County	603-988-4981	http://groups.yahoo.com/group/SullivanCountyfriendswithBenefits/	SCFWB		Swingers club for Sullivan County NH
North America/USA/New Hampshire	The Middle Door	Portsmouth	(603)436-7085	http://groups.yahoo.com/group/themiddledoorparty/	the middle door		Swingers Parties every other Saturday
North America/USA/New Jersey	Beginnings	Rahway	732-388-9106	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Fri and Sat, Couples Only
North America/USA/New Jersey	Caligula's Temple	Atlantic City	609-345-4899	http://www.caligulastemple.com	Caligula's Temple	club_banners\banner_1353.gif	Atlantic City's Only Private Swingers Club
North America/USA/New Jersey	Private Parties	Pennsauken		http://privatepartiessj.com	http://privatepartiessj.com/		Premier Couples Club for Classy Couples & Females
North America/USA/New Jersey	Second Saturday	Fairfield	732-233-4656	http://2ndSatMeetAndGreet.com	Second Saturday Meet & Greet		Monthly Parties at a Hotel Bar
North America/USA/New Jersey	Toga Joes Temple	Central	732-591-5569	http://www.togajoe.com	www.togajoe.com		Where the Hottest People Play
North America/USA/New Jersey	Woodbridge meet-n-greet	Woodbridge		http://www.njcouplesparty.4t.com	new jersey couples party	club_banners\banner_2044.gif	meet and greet
North America/USA/New Mexico	Club Nympho's of New Mexico	Albuquerque					New Mexico's Premier Lifestyle Event Organization
North America/USA/New Mexico	Janiejimranch	Albuquerque	505-452-2366				On Premice Club With Parties On The 2nd & 4th Sat
North America/USA/New Mexico	Mountain Dawn Lodge	Eagle Nest	4083334860				Adult Only Lifestyle Lodge
North America/USA/New York	AAA Couples	Bethpage	(516)942-3500	http://www.couplesnightclub.com	AAA COUPLES		Off Premise Swing Club
North America/USA/New York	AAllure Lifestylers	Metro NYC, NNJ and NEPA	917-749-8443	http://www.aallure.com	AAllure Lifestylers	club_banners\banner_1342.gif	A members' club for lifestyle couples and trios
North America/USA/New York	Above N Beyond	Cedarhurst	5168516319	http://www.groups.yahoo.com/group/above_n_beyond69	Click here		Above N Beyond A Place to Take Your Dreams Further
North America/USA/New York	BAR-LOOSE	New York		http://barlseny.tripod.com/	BAR-LOOSE	club_banners\banner_2333.gif	Swingers parties, get togethers NY, NJ, CT
North America/USA/New York	CandleLight Associates	Rochester	(585) 334-8785	http://www.candleassociates.com	www.candleassociates.com		On Premise, Dances 2nd and 4th Sat Monthly
North America/USA/New York	Casbar	Brooklyn	(718) 946-7589	http://www.srcasbar.com	Casbar	club_banners\banner_1990.jpg	Swinger's Dinner and Dancing Night Club
North America/USA/New York	Checkmates	Rochester		http://www.CheckmatesClub.com	Checkmates		A unique club designed for today's Swingers.
North America/USA/New York	DDeviousDelights	New York	917-543-3149	http://www.ddeviousdelights.com/	www.ddeviousdelights.com		Very laid back - No pressure - Come out and Play
North America/USA/New York	Encounters NY	West Babylon	631 433 7339	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Encounters Intimate Lounge
North America/USA/New York	GSpot!	New York	(212) 933-4356	http://groups.yahoo.com/group/GSpot-	Find The GSpot!	club_banners\banner_2238.gif	Not Your Ordinary Events!!
North America/USA/New York	New York Interracial Swingers	Northern New York	8455670333	http://groups.yahoo.com/group/NYinterracialswingers/	Click here		Interracial Swingers is a group for all interracia
